id,title,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,AMV_price,sellerId,seller_name,seller_branch,sellerType,m_totalImages,m_hasVideo,m_hasVirtualTour,m_hasBrochure,ber_rating,longitude,latitude
3694980,"89 Wainsfort Manor Crescent, Terenure, Dublin 6",standard,2022-01-30,585000,3,3,Semi-D,96.0,Buy,0,8834.0,Hogan Estates,Hogan Estates,UNBRANDED_AGENT,11.0,False,True,False,D2,-6.35655,53.287778
3694974,"12 Honeywell, Tobertascain, Ennis, Co. Clare",standard,2022-01-30,495000,4,5,Detached,272.0,Buy,0,2775.0,Sinead Kellehan,Sherry FitzGerald Carroll,BRANDED_AGENT,10.0,False,False,False,C3,-6.398239,53.997948
3694973,"6 The Old Mill, Virginia, Co. Cavan",standard,2022-01-30,60000,2,1,Apartment,103.0,Buy,0,2710.0,John Kelly  MIPAV REV MCEI,Kelly Hudson Properties,BRANDED_AGENT,20.0,False,False,False,D1,-7.054974,53.138585
3694970,"88 Clearwater Cove, Co. Dublin A96, Dun Laoghaire, Co. Dublin",standard,2022-01-30,439950,2,1,Apartment,67.0,Buy,0,9172.0,Danny Butler BSc,Smith & Butler Estates,BRANDED_AGENT,24.0,False,False,False,B2,-6.29925,53.404359
3694969,"33 Auburn Road, Glenageary, Co. Dublin",standard,2022-01-30,675000,3,2,Semi-D,139.0,Buy,0,5489.0,Roland Morris BSc (Hons) Property Valuation & Management,Keane Auctioneers,BRANDED_AGENT,32.0,False,False,False,E1,-6.719045,52.280247
3694961,"5 Coolamber Park, Knocklyon, Dublin 16",standard,2022-01-29,650000,4,3,Semi-D,156.0,Buy,0,4705.0,DNG John O' Brien Office,DNG John O’Brien,UNBRANDED_AGENT,17.0,False,False,False,B3,-6.747167,54.111724
3694958,"22 Castleknock Drive, Castleknock, Dublin 15",standard,2022-01-30,525000,4,2,Semi-D,122.0,Buy,0,3076.0,Martin O'Connor,DNG Martin O'Connor,UNBRANDED_AGENT,18.0,False,True,False,C3,-9.18378,53.336834
3694955,"17 Cloonlara Square, Phoenix Park Racecourse, Castleknock, Dublin 15",standard,2022-01-30,395000,2,2,Apartment,77.0,Buy,0,3961.0,Daire McCann BSc Est.Mgt MIPAV,DNG WH Giles Property Management & Sales,BRANDED_AGENT,33.0,False,False,False,C3,-9.857083,52.280652
3694954,"7 Mount Symon Lawn, Clonsilla, Dublin 15",standard,2022-01-30,410000,4,3,Semi-D,113.0,Buy,0,582.0,Chris White,Sherry Fitzgerald Cumisky Kelly,BRANDED_AGENT,17.0,True,False,False,E1,-6.178837,53.604991
3694978,"2 Ardee Court, Ardee Road, Rathmines, Dublin 6",standard,2022-01-30,375000,3,1,Apartment,72.0,Buy,0,2042250.0,Kinga Zimnica,private,PRIVATE_USER,11.0,False,False,False,C1,-6.4250326,53.3988266
3694967,"104 The Cubes 4, Beacon South Quarter, Sandyford, Dublin 18",standard,2022-01-30,375000,2,2,Apartment,85.0,Buy,0,2730.0,Charlie McDermott,Sherry FitzGerald McDermott Kildare,BRANDED_AGENT,1.0,False,False,False,XXX,-6.965172,53.110763
3694963,"108 Monksfield, Dungarvan, Co. Waterford",standard,2022-01-30,375000,3,3,Semi-D,118.0,Buy,0,9548.0,Seamus Browne,REA Seamus Browne Auctioneer & Valuer,UNBRANDED_AGENT,12.0,False,False,False,C2,-7.7919498,52.946639
3694976,"5/6 Ormond Street, Nenagh, Co. Tipperary",standard,2022-01-30,169500,4,2,Terrace,108.0,Buy,0,2243.0,Seamus Carthy,REA Seamus Carthy,UNBRANDED_AGENT,6.0,False,False,False,C1,-8.304243,53.977115
3694965,"Artoney,  Village, Louth, Co. Louth",standard,2022-01-30,470000,4,3,Detached,226.0,Buy,0,2700.0,Michael Coghlan,Sherry FitzGerald Coghlan,BRANDED_AGENT,18.0,False,False,False,D1,-9.496663,52.061369
3694959,"Crostera West, Glengarriff, Co. Cork",standard,2022-01-30,95000,3,1,Detached,72.0,Buy,0,8806.0,Isabelle Crean,BidX1,BRANDED_AGENT,4.0,False,False,False,D2,-9.729847,52.631265
3694952,"27 Heathfield Crescent, Cappagh Road, Finglas, Dublin 11",standard,2022-01-30,295000,3,2,End of Terrace,94.0,Buy,0,437.0,Geraldine Tracey,Team Lorraine Mulligan RE/MAX Results,BRANDED_AGENT,32.0,False,False,False,C1,-6.553187,53.350402
3694906,"Glenanaar, Woodview Park, Caherdavin, Co. Limerick",standard,2022-01-30,215000,3,1,Semi-D,,Buy,0,8806.0,Kevin Keogh,BidX1,BRANDED_AGENT,9.0,False,False,False,C1,-7.620974,55.208722
3694893,"Ballymachola, Crossmolina, Co. Mayo",standard,2022-01-30,140000,3,1,Bungalow,,Buy,0,7569.0,James Droney,Ray Cooke Auctioneers Clondalkin,BRANDED_AGENT,15.0,False,False,False,C2,-6.3847445,53.324552
3694890,"139 Cianlea, Swords, Co. Dublin",standard,2022-01-30,335000,3,1,Semi-D,86.0,Buy,0,7569.0,James Droney,Ray Cooke Auctioneers Clondalkin,BRANDED_AGENT,17.0,False,False,False,XXX,-6.4273127,53.3415141
3694884,"No 9 Meadowbrook, Tulsk, Co. Roscommon",standard,2022-01-29,125000,3,3,Semi-D,107.0,Buy,0,10948.0,Clondalkin Sales,Ray Cooke Auctioneers Tallaght,BRANDED_AGENT,10.0,False,False,False,XXX,-6.4302592,53.2843751
3694865,"99 Lackanash Estate, Trim, Co. Meath",standard,2022-01-29,355000,4,3,Semi-D,118.0,Buy,0,2758.0,Tom Crosse,GVM Auctioneers - Limerick,BRANDED_AGENT,6.0,False,False,False,G,-8.825458,52.610034
3694863,"24 Clibborne Way, Moate, Co. Westmeath",standard,2022-01-28,245000,4,2,Semi-D,72.0,Buy,0,737.0,Coonan Maynooth,Coonan Estate Agents Ltd,UNBRANDED_AGENT,16.0,False,False,False,C1,-6.671449,53.390739
3693562,"20 Lough View Terrace, Glasheen Road, The Lough, Co. Cork",standard,2022-01-28,190000,2,1,Semi-D,45.0,Buy,0,151883.0,Laurina Hunt,private,PRIVATE_USER,10.0,False,False,False,G,-6.2370361,53.3340128
3694799,"Apartment 9, Sea Wharf, Westport Quay, Co. Mayo",standard,2022-01-28,170000,1,1,Apartment,,Buy,0,11797.0,Mark Nestor,Mark Nestor Property Services Ltd,BRANDED_AGENT,31.0,True,False,False,B2,-7.940934,53.420348
3694814,"Glounaglough, Rylane, Co. Cork",standard,2022-01-28,219950,3,1,Bungalow,83.0,Buy,0,9330.0,Nick Crawford,Crawfords,UNBRANDED_AGENT,12.0,False,False,False,C3,-6.094164,53.275541
3694807,"Manor, Tulsk, Co. Roscommon",standard,2022-01-28,137500,3,1,Bungalow,162.0,Buy,0,6392.0,Brian Sweeney,Frank Sweeney & Co,UNBRANDED_AGENT,3.0,False,False,False,A2,-8.749068900205032,53.303189810747256
3694804,"5 River Lane, Saint Colmcille's Court, Swords, Co. Dublin",standard,2022-01-28,290000,2,1,End of Terrace,56.0,Buy,0,8852.0,Mary Halligan MIPAV REV MCEI,Halligan O’Connor,BRANDED_AGENT,17.0,False,False,False,C2,-6.197355,53.611485
3693975,"Apartment 10, Clearwater, Malahide, Co. Dublin",standard,2022-01-28,1050000,2,2,Apartment,100.0,Buy,0,8852.0,Halligan O'Connor 3,Halligan O’Connor,BRANDED_AGENT,19.0,False,False,True,C3,-6.176023,53.526807
3693627,"89 Woodfield, Galway Road, Tuam, Co. Galway",standard,2022-01-28,175000,3,2,Semi-D,100.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,7.0,False,False,False,SI_666,-8.257808175909162,53.77719395560521
3694781,"14 Old Balreask Woods, Navan, Co. Meath",standard,2022-01-28,380000,4,2,Detached,212.0,Buy,0,6396.0,Mark Hyland MIPAV,Terry Hyland Estate Agents,UNBRANDED_AGENT,21.0,False,False,False,D1,-7.578329,53.961302
3694778,"Kilconly, Tuam, Co. Galway",standard,2022-01-30,175000,4,3,Detached,178.0,Buy,0,8895.0,Kate O' Shea,Kate O'Shea Auctioneers,UNBRANDED_AGENT,37.0,False,False,False,D1,-7.570741,53.342489
3694782,"94 Monalea Grove, Firhouse, Dublin 24",standard,2022-01-30,420000,3,1,Semi-D,96.0,Buy,0,1783.0,"Nicole Shanahan MIPAV, MMCEPI",Barry Murphy Auctioneers Ltd PSR: 001104,BRANDED_AGENT,19.0,False,False,False,D1,-7.139441,52.252655
3694773,"9 College Green, Green Road, Carlow, Carlow Town, Co. Carlow",standard,2022-01-30,240000,4,4,Semi-D,141.0,Buy,0,2853.0,Sonia Pallas,Sherry FitzGerald Radford - New Ross,BRANDED_AGENT,31.0,False,False,False,E1,-6.722608,52.316602
3694771,"12 Clareville, Claremorris, Co. Mayo",standard,2022-01-30,179000,3,3,Semi-D,111.0,Buy,0,2249.0,Elaine Swift,REA Grimes,UNBRANDED_AGENT,20.0,False,False,False,C2,-6.4684549,53.5072812
3694768,"4 O'Growney Terrace, Navan, Co. Meath",standard,2022-01-28,140000,3,2,Terrace,103.0,Buy,1,12163.0,Marion Earner,Keller Williams Ireland,BRANDED_AGENT,26.0,True,False,False,B3,-6.407653,53.32741
3694764,"Newtown, Clogher, Folio( MY18756F), Claremorris, Co. Mayo",standard,2022-01-28,25000,2,1,Detached,128.0,Buy,1,2755.0,Justin Farrell,Sherry Fitzgerald Farrell,BRANDED_AGENT,29.0,False,False,False,C3,-8.090139,53.957653
3694767,"Tenenaire (Folio LD5452), Edgeworthstown, Co. Longford",standard,2022-01-28,65000,3,1,Detached,152.0,Buy,1,2664.0,Julian Cotter,Sherry FitzGerald Castleknock,BRANDED_AGENT,18.0,False,False,False,A2,-6.382763,53.369586
3694766,"12 Taylor Hill Green, Balbriggan, Co. Dublin",standard,2022-01-30,425000,4,3,Detached,153.0,Buy,0,9172.0,Danny Butler BSc,Smith & Butler Estates,BRANDED_AGENT,30.0,False,False,False,F,-6.238129,53.391141
3694776,"Corracoggil South, Loughglynn, Castlerea, Co. Roscommon",standard,2022-01-28,189000,3,1,Bungalow,,Buy,0,3465.0,Con Nagle,Global Properties Ltd,BRANDED_AGENT,23.0,False,False,False,C2,-8.585891,51.885768
3694753,"5H Clonmullen Hall, Edenderry, Co. Offaly",standard,2022-01-28,149950,3,2,Duplex,117.0,Buy,0,11020.0,Graham Buckley,Buckley Real Estate,BRANDED_AGENT,12.0,False,False,False,E2,-6.306126,53.316743
3694739,"62 Castlefield Manor, Ballina, Co. Mayo",standard,2022-01-28,155000,3,1,Semi-D,85.0,Buy,0,285.0,John Ryan,John Ryan Auctioneers,BRANDED_AGENT,1.0,False,False,False,B2,-6.391508,53.501249
3694735,"Middlequarter, Inishbofin Island, Co. Galway",standard,2022-01-28,320000,3,2,Detached,,Buy,0,887.0,Rodney Elliott M.I.P.A.V/ TRV,BROE Auctioneers,BRANDED_AGENT,15.0,False,False,False,C3,-6.544628,53.173412
3693857,"Elm Lodge, Crann Ard, Fermoy, Co. Cork",standard,2022-01-28,180000,2,1,Detached,76.0,Buy,0,1534.0,Tadgh Gallivan,Property Partners Gallivan,BRANDED_AGENT,30.0,False,True,False,C2,-9.437967,52.054874
3694716,"76 Kilworth Road, Drimnagh, Drimnagh, Dublin 12",standard,2022-01-28,279000,2,2,Terrace,60.0,Buy,0,2606.0,Orla Breslin,Sherry FitzGerald Templeogue,BRANDED_AGENT,15.0,False,False,False,B3,-6.330111,53.271606
3694011,"47 Saint James's Court, Kilmainham, Dublin 8",standard,2022-01-29,295000,2,2,Apartment,64.0,Buy,0,2631.0,Lesley Ann Devins,Sherry FitzGerald Ranelagh,BRANDED_AGENT,26.0,True,False,False,C1,-6.260093,53.305606
3694681,"26 Glenaulin Green, Palmerstown, Dublin 20",standard,2022-01-29,365000,3,1,Semi-D,118.0,Buy,0,2621.0,Stephen Harrington,DNG Central,BRANDED_AGENT,15.0,False,False,False,G,-6.29058,53.33546
3694679,"Apt 44, Cassian Court South, Royal Canal Park, Dublin 15",standard,2022-01-29,265000,2,1,Apartment,61.0,Buy,0,9524.0,Keith G. Anderson,Anderson Auctioneers,UNBRANDED_AGENT,13.0,False,False,False,E1,-8.428891,54.630314
3694672,"12 Cathedral Walk, Monaghan, Co. Monaghan",standard,2022-01-30,260000,4,3,Semi-D,162.0,Buy,0,1312.0,James Kilcoyne,James Kilcoyne Ltd.,UNBRANDED_AGENT,20.0,False,False,False,G,-8.493297,53.93996
3694669,"24 Clibborne Way, Moate, Co. Westmeath",standard,2022-01-29,245000,4,1,Semi-D,119.0,Buy,0,49.0,Gary Marshall,Vincent Finnegan,BRANDED_AGENT,11.0,True,False,False,C2,-6.316781,53.27199
3694666,"5 Upper Grattan Park, Greystones, Co. Wicklow",standard,2022-01-30,460000,3,1,End of Terrace,96.0,Buy,0,9930.0,Gordon Sutherland,Churches Estate Agents,BRANDED_AGENT,17.0,True,False,False,B3,-6.143589,53.24615
3694696,"Apartment 38, The Fairways, Portmarnock, Co. Dublin",standard,2022-01-28,350000,2,2,Apartment,90.0,Buy,0,4922.0,Conor Tormey,DNG Tormeylee,UNBRANDED_AGENT,23.0,False,False,False,D1,-6.539444,53.667366
3694670,"Ashbrook Villa, Church Road, Rolestown, Swords, Co. Dublin",standard,2022-01-30,850000,5,5,Detached,354.0,Buy,0,1602.0,Kevin Beirne Auctioneers,Kevin Beirne Auctioneers,UNBRANDED_AGENT,16.0,False,False,False,D1,-9.301476,53.857667
3693984,"Apartment 19, Wynnefield Park, Rathmines, Dublin 6",standard,2022-01-28,295000,1,1,Apartment,41.0,Buy,0,2550.0,Sarah Fenton,Clare Tipp Properties,UNBRANDED_AGENT,16.0,False,False,False,G,-8.577816,52.877342
3694663,"Top Floor Apartment, 1 Eaton Square, Monkstown, Co. Dublin",standard,2022-01-30,565000,2,1,Apartment,84.0,Buy,0,1263.0,Douglas Robertson,Robertson Estate Agents,BRANDED_AGENT,32.0,False,True,False,D1,-6.263674,53.697644
3694661,"35 Rheban Avenue, Rheban Manor, Athy, Co. Kildare",standard,2022-01-30,230000,3,2,Semi-D,130.0,Buy,0,10948.0,Rathcoole Sales,Ray Cooke Auctioneers Tallaght,BRANDED_AGENT,23.0,False,False,False,B1,-6.439713,53.284349
3517543,"14C Poplar Row, Ballybough, Dublin 3",standard,2022-01-28,399950,3,3,Semi-D,46.0,Buy,0,8847.0,Sales Team,Eoin O'Neill Property Advisers,BRANDED_AGENT,8.0,True,False,False,C3,-6.24535,53.288225
3694647,"Attiknockan, Mount Talbot, Co. Roscommon",standard,2022-01-28,200000,4,1,Detached,130.0,Buy,0,2010.0,James Colbert,Colbert & Co Estate Agents,BRANDED_AGENT,19.0,False,False,False,D1,-8.173279,51.904593
3694641,"Railway Walk, Ardcotton, Collooney, Co. Sligo",standard,2022-01-28,100000,3,1,Detached,90.0,Buy,0,607.0,Paul Lappin,PropertyTeam Lappin Estates,BRANDED_AGENT,11.0,False,False,False,C3,-6.317392,53.376324
3694632,"56 Moneymore, Drogheda, Co. Louth",standard,2022-01-28,150000,3,1,Terrace,103.0,Buy,0,10947.0,Northside Sales,Ray Cooke Auctioneers Finglas,BRANDED_AGENT,1.0,False,False,False,C1,-6.290663,53.382049
3694615,"4 Glenn An atha, Bedlam, Gortahork, Co. Donegal",standard,2022-01-28,125000,3,2,Duplex,131.0,Buy,0,8513.0,Nigel O'Gorman MIPAV,Branagan Estates,BRANDED_AGENT,19.0,False,False,False,C2,-6.47795,53.424726
3694605,"Dove Cottage, Curra Road, Crossbarry, Co. Cork",standard,2022-01-28,249000,2,2,Detached,99.0,Buy,0,2857.0,Colum Murphy,Kehoe & Associates,BRANDED_AGENT,68.0,False,False,False,B3,-6.281123,52.483697
3694602,"22 Saint David's Well, Bridgetown, Co. Wexford",standard,2022-01-28,168500,3,2,Terrace,100.0,Buy,0,2752.0,Chris Hoskins,Matt Dunne & Associates,BRANDED_AGENT,15.0,False,False,False,B3,-7.281199,53.188172
3694567,"20 O'Duffy Terrace, Carrickmacross, Co. Monaghan",standard,2022-01-28,98000,3,1,Semi-D,84.0,Buy,0,6030.0,Kinsella Estates,Kinsella Estates,BRANDED_AGENT,16.0,False,False,False,C3,-6.176416,52.793709
3694566,"21 Rush Hall, Mountrath, Co. Laois",standard,2022-01-28,210000,5,3,Detached,125.0,Buy,0,2851.0,Nick Popplewell,Sherry FitzGerald Radford - Wexford Town,BRANDED_AGENT,19.0,False,False,False,F,-6.386224,52.270674
3694065,"3 Castle Row, Main St, Dungloe, Co. Donegal",standard,2022-01-29,125000,5,2,End of Terrace,189.0,Buy,0,2877.0,Darren O'Neill,Sherry FitzGerald Bray,BRANDED_AGENT,12.0,False,False,False,C2,-6.123629,53.14492
3694007,"Apartment 22, Swan Hall, Belgard Square, Tallaght, Dublin 24",standard,2022-01-28,235000,2,2,Apartment,82.0,Buy,0,9315.0,Shane May,iamsold,BRANDED_AGENT,27.0,False,False,False,C1,-9.319222,54.096515
3694083,"Woodbury, Rathcooney, Glanmire, Co. Cork",standard,2022-01-28,525000,5,3,Detached,195.0,Buy,0,9315.0,Shane May,iamsold,BRANDED_AGENT,10.0,False,False,False,G,-8.845355,53.920034
3694064,"Site A & B, Woodlawn Road, Killarney, Co. Kerry",standard,2022-01-28,200000,1,1,Detached,,Buy,0,9315.0,Jonathan Hoban,iamsold,BRANDED_AGENT,30.0,False,False,False,G,-8.868816373074765,53.52603205385225
3513773,"33 Mullán Mór, Tuam Road, Tuam Road, Co. Galway",standard,2022-01-28,215000,2,1,Apartment,67.0,Buy,0,9315.0,Shane May,iamsold,BRANDED_AGENT,20.0,False,False,False,D1,-8.815708,53.879947
3694052,"68 B The Lawn, Abbeylands, Clane, Co. Kildare",standard,2022-01-30,225000,2,1,Apartment,,Buy,0,8806.0,Daniel Larkin,BidX1,BRANDED_AGENT,1.0,False,False,False,E2,-7.852377,52.640275
3694054,"39 Bollingbrook Drive, Swinford, Co. Mayo",standard,2022-01-30,85000,2,1,Bungalow,164.0,Buy,0,9935.0,Colm Quaid,Lisney (Dundrum),BRANDED_AGENT,18.0,True,False,False,E1,-6.2931,53.296967
3694032,"66 Oaklawn, Leixlip, Co. Kildare",standard,2022-01-28,350000,3,2,Semi-D,119.0,Buy,0,10.0,Sales Office,Hooke & MacDonald,BRANDED_AGENT,23.0,False,True,True,B3,-6.234744,53.448372
3694023,"4 Ros Na Gréine, Ballycasey, Shannon, Co. Clare",standard,2022-01-28,380000,5,4,Detached,147.0,Buy,0,2810.0,Heffernan Auctioneers Edenderry,Heffernan Auctioneers,BRANDED_AGENT,15.0,False,False,False,B3,-7.055205,53.346206
3694015,"240 Cherrywood Lawn, Clondalkin, Clondalkin, Dublin 22",standard,2022-01-28,279000,3,1,Terrace,31.0,Buy,0,78465.0,Michael Byrne,private,PRIVATE_USER,3.0,False,False,False,G,-6.2800204,53.3409139
3690702,"Blossom Lodge, Athlumney, Navan, Co. Meath",standard,2022-01-28,650000,4,3,Detached,268.0,Buy,0,2284.0,Liam Mullins & Associates,Liam Mullins & Associates,UNBRANDED_AGENT,16.0,False,False,False,C1,-8.692823,52.353671
3694002,"9 Martins Row, Belturbet, Co. Cavan",standard,2022-01-28,89000,2,1,Terrace,80.0,Buy,0,11471.0,Nessa O'Farrell,RE/MAX Property Experts,BRANDED_AGENT,12.0,False,False,False,D1,-6.910067,52.824209
3693987,"21 Danesfort, Castle Avenue, Clontarf, Dublin 3",standard,2022-01-28,300000,1,1,Apartment,44.0,Buy,0,9234.0,Rachel Gorman,DMPC Ltd,BRANDED_AGENT,47.0,False,False,False,C2,-6.109503,53.185286
3693261,"21 Heatherfield, Carrigaline, Co. Cork",standard,2022-01-28,260000,3,2,Terrace,94.0,Buy,0,12094.0,John Singleton MIPAV TRV,SOC PROPERTY – Singleton O’Callaghan Auctioneers & Valuers,UNBRANDED_AGENT,9.0,False,False,False,C2,-8.898923,52.240538
3693980,"15 Mayfield Road, The Beeches, Ferrybank",standard,2022-01-28,250000,3,3,Semi-D,132.0,Buy,0,12.0,"Monika Czarnecka BA (Hons), MSc (Real Estate)  MIPAV TRV MMI",Baxter Real Estate,BRANDED_AGENT,17.0,False,False,False,B3,-6.407176,53.404302
3691994,"47 Millbank, Sallins, Co. Kildare",standard,2022-01-28,250000,3,3,Duplex,101.0,Buy,0,63.0,Sales Department,Abbott & Matthews,UNBRANDED_AGENT,9.0,False,False,False,C1,-6.244136,53.325229
3693973,"21 Carrickhill Rise, Portmarnock, Co. Dublin",standard,2022-01-28,565000,3,1,Semi-D,114.0,Buy,0,2654.0,Rosa Egan,Sherry FitzGerald Dundrum,BRANDED_AGENT,15.0,True,False,False,A3,-6.259035,53.267676
3693968,"Urbalshinney, Milford, Co. Donegal",standard,2022-01-28,275000,5,4,Detached,,Buy,0,758.0,Patrick Leonard,Castle Estate Agents,BRANDED_AGENT,15.0,False,False,False,D2,-6.27257,53.367063
3693948,"Apartment 36, Block B, Glencove Apartments, Waterford",standard,2022-01-28,295000,2,2,Apartment,107.0,Buy,0,1916.0,Austin Reynolds,Property Partners Paul Reynolds & Co.,BRANDED_AGENT,71.0,True,True,False,B2,-7.5978036825161155,55.03137726204727
3693941,"3 Suffolk St, Kells, Co. Meath",standard,2022-01-28,130000,2,1,End of Terrace,54.0,Buy,0,5053.0,Fintan Cahill,Fintan Cahill Auctioneers,UNBRANDED_AGENT,12.0,False,False,False,SI_666,-6.96411701,53.81740727
3693933,"42 Tenterfields, Brown Street, Dublin 8",standard,2022-01-30,300000,2,1,Apartment,52.0,Buy,0,2010.0,John Hornibrook,Colbert & Co Estate Agents,BRANDED_AGENT,16.0,True,True,False,C1,-8.174031,51.904475
3693928,"34 Alen Hall, Tallaght, Dublin 24",standard,2022-01-30,249950,2,2,Apartment,69.0,Buy,0,3438.0,Joe Wheeler,Wheeler Auctioneers Ltd,BRANDED_AGENT,35.0,False,False,False,SI_666,-8.412414,52.433984
3693929,"8 Earlsfort Way, Lucan, Co. Dublin",standard,2022-01-30,349950,3,1,Semi-D,85.0,Buy,0,2264.0,Peter Tuohy,Tuohy O'Toole,BRANDED_AGENT,18.0,False,False,False,C2,-9.443617,53.797222
3693930,"68 St Mary's Park, Walkinstown, Dublin 12",standard,2022-01-30,440000,3,1,Terrace,104.0,Buy,0,8107.0,Andrew Corry BSc Hons Assoc RICS Assoc SCSI,Corry Estates,BRANDED_AGENT,22.0,False,False,False,B3,-6.156663,53.424132
3693915,"36 Melvin Fields, Kinlough, Co. Leitrim",standard,2022-01-28,165000,3,2,Semi-D,112.0,Buy,0,8847.0,Sales Team,Eoin O'Neill Property Advisers,BRANDED_AGENT,8.0,True,False,False,D1,-6.259833,53.329558
3693906,"Rathgarrett, Tyrellspass, Co. Westmeath",standard,2022-01-28,220000,2,2,Detached,,Buy,0,11257.0,David Scally,David Ross Estate Agents,BRANDED_AGENT,21.0,True,True,False,D2,-6.31504,53.320436
3693897,"Glackenstown, Wilkinstown, Co. Meath",standard,2022-01-28,335000,3,2,Detached,106.0,Buy,0,2642.0,Adrian Murphy,Murphy Mullan (Rathgar),UNBRANDED_AGENT,15.0,False,False,False,C2,-6.291593,53.31779
3693890,"74 Carrigeenlea, Cliff Road, Tramore, Co. Waterford",standard,2022-01-28,580000,5,3,Detached,186.0,Buy,0,1699.0,Tommy Buggy,Property Partners Buggy,BRANDED_AGENT,9.0,False,False,False,C3,-7.183914,53.147304
3693878,"18 Trident Holiday Homes, Waterville, Co. Kerry",standard,2022-01-28,277000,4,3,Semi-D,72.0,Buy,0,8891.0,Anne Walshe,HJ Byrne & Company Ltd,UNBRANDED_AGENT,13.0,False,True,False,C2,-6.287647,53.327383
3693875,"33 The Belfry, Duleek, Co. Meath",standard,2022-01-30,265000,4,3,Semi-D,126.0,Buy,0,12163.0,Liam Farragher,Keller Williams Ireland,BRANDED_AGENT,12.0,True,False,False,XXX,-8.860667,53.51836
3693861,"Kate Roche's Cottage, Lack, Castlebar, Co. Mayo",standard,2022-01-30,185000,3,2,Bungalow,80.0,Buy,0,10123.0,Sean Kennedy,Smart Property,BRANDED_AGENT,26.0,False,False,False,C2,-6.147882,53.399265
3693855,"170 Rusheeney Close, Clonsilla, Clonsilla, Dublin 15",standard,2022-01-28,324950,3,3,Semi-D,105.0,Buy,0,2537.0,O'Reilly Taylor Tweedy,O'Reilly Taylor and Tweedy,UNBRANDED_AGENT,35.0,False,False,False,C3,-7.369787,53.992196
3693840,"2 Glengarriff Harbour Cottages, Glengarriff, Co. Cork",standard,2022-01-28,270000,4,3,Detached,96.0,Buy,0,1112.0,Hutchinson Auctioneers - Sales,Hutchinson Auctioneers,BRANDED_AGENT,20.0,False,True,False,D1,-7.10247,52.258397
3693834,"100 Collins Park, Whitehall, Whitehall, Dublin 9",standard,2022-01-28,435000,3,2,Semi-D,101.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,9.0,False,False,False,C3,-8.916273,53.784772
3693828,"9 Meadow Brook, Tulsk, Tulsk, Co. Roscommon",standard,2022-01-28,125000,3,3,Semi-D,,Buy,0,5384.0,Ivan Connaughton,Connaughton Auctioneers Ltd T/A Connaughton Auctioneers Roscommon,BRANDED_AGENT,4.0,False,False,False,XXX,-8.570403,53.679233
3693823,"11 Park Rise, Grangerath, Drogheda, Co. Meath",standard,2022-01-28,550000,5,5,Detached,290.0,Buy,0,2652.0,Miriam Mulligan,Sherry FitzGerald Dun Laoghaire,BRANDED_AGENT,12.0,True,False,False,D1,-6.173374,53.282253
3693779,"14 Albert Court, Dublin 2",standard,2022-01-28,585000,2,2,Bungalow,65.0,Buy,0,8806.0,Kevin Keogh,BidX1,BRANDED_AGENT,9.0,False,False,False,D2,-6.257534,53.322222
3693809,"34 Cardiffsbridge Avenue, Finglas West, Finglas, Dublin 11",standard,2022-01-28,245000,2,1,End of Terrace,60.0,Buy,0,1966.0,Henry O'Leary,Henry O'Leary Auctioneers,UNBRANDED_AGENT,27.0,True,False,False,C1,-9.051802,51.803368
3693785,"Aisling Lawn, Beechpark, Ballincollig, Co. Cork",standard,2022-01-28,279000,3,2,Semi-D,,Buy,0,9315.0,Jonathan Hoban,iamsold,BRANDED_AGENT,21.0,False,False,False,C1,-8.577482,53.902514
3693806,"Ballyduff, Midleton, Co. Cork",standard,2022-01-28,185000,3,1,Detached,219.0,Buy,0,1360.0,John Shaw,Egans,BRANDED_AGENT,48.0,True,True,False,A3,-7.314107,53.525232
3693799,"98 Tandy, Bertram Court, Christchurch, Dublin 8",standard,2022-01-28,250000,1,1,Apartment,45.0,Buy,0,1413.0,Brock DeLappe Reception,Brock DeLappe,BRANDED_AGENT,18.0,False,True,False,E2,-6.330203,53.33766
3693769,"135 Belfry Hall, Citywest, Tallaght, Dublin 24",standard,2022-01-30,235000,2,1,Apartment,114.0,Buy,0,1413.0,Brock DeLappe Reception,Brock DeLappe,BRANDED_AGENT,14.0,False,False,False,E1,-6.331898,53.335372
3693766,"38 Rothe Abbey, Kilmainham, Dublin 8",standard,2022-01-30,375000,2,1,Terrace,62.0,Buy,0,3765.0,Hugh O'Donnellan,O'Donnellan & Joyce,BRANDED_AGENT,17.0,False,True,False,D1,-9.290911,53.415924
3693767,"Ballymorris, Ballyhogue, Enniscorthy, Co. Wexford",standard,2022-01-30,235000,3,1,Bungalow,93.0,Buy,0,869.0,Darina Collins,REA O'Brien Collins,BRANDED_AGENT,6.0,True,False,False,C3,-6.2622172,53.7653077
3693772,"60 Dublin Road, Tullow, Co. Carlow",standard,2022-01-30,249500,4,2,End of Terrace,,Buy,0,9622.0,Conerney Sales Department,Conerney Estate Agents,BRANDED_AGENT,18.0,True,False,False,D1,-6.25418,53.270473
